user	instance_id	displayed_text	textbox_input:::text_box	span_annotation:::Values	span_annotation:::Research Values
1001	2	Pre-trained Language Models (PLMs) have achieved remarkable performance gains across numerous downstream tasks in natural language understanding. Various Chinese PLMs have been successively proposed for learning better Chinese language representation. However, most current models use Chinese characters as inputs and are not able to encode semantic information contained in Chinese words. While recent pre-trained models incorporate both words and characters simultaneously, they usually suffer from deficient semantic interactions and fail to capture the semantic relation between words and characters. To address the above issues, we propose a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations. In particular, CLOWER implicitly encodes the coarse-grained information (i.e., words) into the fine-grained representations (i.e., characters) through contrastive learning on multi-grained information. CLOWER is of great value in realistic scenarios since it can be easily incorporated into any existing fine-grained based PLMs without modifying the production pipelines. Extensive experiments conducted on a range of downstream tasks demonstrate the superior performance of CLOWER over several state-of-the-art baselines.		[]	[{'start': 60, 'end': 77, 'span': 'performance gains', 'annotation': 'Research Values'}, {'start': 203, 'end': 250, 'span': 'learning better Chinese language representation', 'annotation': 'Research Values'}, {'start': 322, 'end': 388, 'span': 'not able to encode semantic information contained in Chinese words', 'annotation': 'Research Values'}, {'start': 489, 'end': 532, 'span': 'suffer from deficient semantic interactions', 'annotation': 'Research Values'}, {'start': 537, 'end': 602, 'span': 'fail to capture the semantic relation between words and character', 'annotation': 'Research Values'}, {'start': 647, 'end': 653, 'span': 'simple', 'annotation': 'Research Values'}, {'start': 658, 'end': 667, 'span': 'effective', 'annotation': 'Research Values'}, {'start': 980, 'end': 1008, 'span': 'value in realistic scenarios', 'annotation': 'Research Values'}, {'start': 1025, 'end': 1044, 'span': 'easily incorporated', 'annotation': 'Research Values'}, {'start': 1087, 'end': 1129, 'span': 'without modifying the production pipelines', 'annotation': 'Research Values'}, {'start': 1210, 'end': 1230, 'span': 'superior performance', 'annotation': 'Research Values'}]
1002	14	We introduce a novel dataset of real multi-destination trips booked through Booking.com's online travel platform. The dataset consists of 1.5 million reservations representing 359,000 unique journeys made across 39,000 destinations. As such, the data is particularly well suited to model sequential recommendation and retrieval problems in a high cardinality target space. To preserve user privacy and protect business-sensitive statistics, the data is fully anonymized, sampled and limited to five user origin markets. Even so, the dataset is representative of the general travel purchase behavior and therefore presents a uniquely valuable resource for Machine Learning and information retrieval researchers. This work provides an overview of the dataset. It reports several benchmark results for relevant recommendation problems obtained as part of the recently held Booking.com data challenge during the WSDM WebTour workshop.		[]	[{'start': 15, 'end': 20, 'span': 'novel', 'annotation': 'Research Values'}, {'start': 279, 'end': 336, 'span': 'to model sequential recommendation and retrieval problems', 'annotation': 'Research Values'}, {'start': 721, 'end': 741, 'span': 'provides an overview', 'annotation': 'Research Values'}, {'start': 761, 'end': 794, 'span': 'reports several benchmark results', 'annotation': 'Research Values'}]
1002	1	With the popularity of smartphones, we have witnessed the rapid proliferation of multimodal posts on various social media platforms. We observe that the multimodal sentiment expression has specific global characteristics, such as the interdependencies of objects or scenes within the image. However, most previous studies only considered the representation of a single image-text post and failed to capture the global co-occurrence characteristics of the dataset. In this paper, we propose Multi-channel Graph Neural Networks with Sentiment-awareness (MGNNS) for image-text sentiment detection. Specifically, we first encode different modalities to capture hidden representations. Then, we introduce multi-channel graph neural networks to learn multimodal representations based on the global characteristics of the dataset. Finally, we implement multimodal in-depth fusion with the multi-head attention mechanism to predict the sentiment of image-text pairs. Extensive experiments conducted on three publicly available datasets demonstrate the effectiveness of our approach for multimodal sentiment detection.		[]	[{'start': 690, 'end': 713, 'span': 'introduce multi-channel', 'annotation': 'Research Values'}, {'start': 739, 'end': 771, 'span': 'learn multimodal representations', 'annotation': 'Research Values'}, {'start': 846, 'end': 872, 'span': 'multimodal in-depth fusion', 'annotation': 'Research Values'}, {'start': 916, 'end': 937, 'span': 'predict the sentiment', 'annotation': 'Research Values'}, {'start': 1044, 'end': 1088, 'span': 'effectiveness of our approach for multimodal', 'annotation': 'Research Values'}]
1002	6	"Subspace clustering has been widely applied to detect meaningful clusters in high-dimensional data spaces. A main challenge in subspace clustering is to quickly calculate a ""good"" affinity matrix. ℓ0, ℓ1, ℓ2 or nuclear norm regularization is used to construct the affinity matrix in many subspace clustering methods because of their theoretical guarantees and empirical success. However, they suffer from the following problems: (1) ℓ2 and nuclear norm regularization require very strong assumptions to guarantee a subspace-preserving affinity; (2) although ℓ1 regularization can be guaranteed to give a subspace-preserving affinity under certain conditions, it needs more time to solve a large-scale convex optimization problem; (3) ℓ0 regularization can yield a tradeoff between computationally efficient and subspace-preserving affinity by using the orthogonal matching pursuit (OMP) algorithm, but this still takes more time to search the solution in OMP when the number of data points is large. In order to overcome these problems, we first propose a learned OMP (LOMP) algorithm to learn a single hidden neural network (SHNN) to fast approximate the ℓ0code. We then exploit a sparse subspace clustering method based on ℓ0 code which is fast computed by SHNN. Two sufficient conditions are presented to guarantee that our method can give a subspace-preserving affinity. Experiments on handwritten digit and face clustering show that our method not only quickly computes the ℓ0 code, but also outperforms the relevant subspace clustering methods in clustering results. In particular, our method achieves the state-of-the-art clustering accuracy (94.32%) on MNIST."		[]	"[{'start': 47, 'end': 73, 'span': 'detect meaningful clusters', 'annotation': 'Research Values'}, {'start': 153, 'end': 196, 'span': 'quickly calculate a ""good"" affinity matrix.', 'annotation': 'Research Values'}, {'start': 250, 'end': 279, 'span': 'construct the affinity matrix', 'annotation': 'Research Values'}, {'start': 481, 'end': 499, 'span': 'strong assumptions', 'annotation': 'Research Values'}, {'start': 503, 'end': 543, 'span': 'guarantee a subspace-preserving affinity', 'annotation': 'Research Values'}, {'start': 668, 'end': 686, 'span': 'more time to solve', 'annotation': 'Research Values'}, {'start': 764, 'end': 806, 'span': 'tradeoff between computationally efficient', 'annotation': 'Research Values'}, {'start': 1088, 'end': 1124, 'span': 'learn a single hidden neural network', 'annotation': 'Research Values'}, {'start': 1172, 'end': 1197, 'span': 'exploit a sparse subspace', 'annotation': 'Research Values'}, {'start': 1269, 'end': 1290, 'span': 'sufficient conditions', 'annotation': 'Research Values'}, {'start': 1599, 'end': 1628, 'span': 'achieves the state-of-the-art', 'annotation': 'Research Values'}, {'start': 1640, 'end': 1657, 'span': 'accuracy (94.32%)', 'annotation': 'Research Values'}]"
1002	7	Government documents must be reviewed to identify and protect any sensitive information, such as personal information, before the documents can be released to the public. However, in the era of digital government documents, such as e-mail, traditional sensitivity review procedures are no longer practical, for example due to the volume of documents to be reviewed. Therefore, there is a need for new technology assisted review protocols to integrate automatic sensitivity classification into the sensitivity review process. Moreover, to effectively assist sensitivity review, such assistive technologies must incorporate reviewer feedback to enable sensitivity classifiers to quickly learn and adapt to the sensitivities within a collection, when the types of sensitivity are not known a priori. In this work, we present a thorough evaluation of active learning strategies for sensitivity review. Moreover, we present an active learning strategy that integrates reviewer feedback, from sensitive text annotations, to identify features of sensitivity that enable us to learn an effective sensitivity classifier (0.7 Balanced Accuracy) using significantly less reviewer effort, according to the sign test (\(p<0.01\)). Moreover, this approach results in a 51% reduction in the number of documents required to be reviewed to achieve the same level of classification accuracy, compared to when the approach is deployed without annotation features.		[]	[{'start': 41, 'end': 61, 'span': 'identify and protect', 'annotation': 'Research Values'}, {'start': 397, 'end': 437, 'span': 'new technology assisted review protocols', 'annotation': 'Research Values'}, {'start': 441, 'end': 487, 'span': 'integrate automatic sensitivity classification', 'annotation': 'Research Values'}, {'start': 538, 'end': 575, 'span': 'effectively assist sensitivity review', 'annotation': 'Research Values'}, {'start': 610, 'end': 639, 'span': 'incorporate reviewer feedback', 'annotation': 'Research Values'}, {'start': 643, 'end': 673, 'span': 'enable sensitivity classifiers', 'annotation': 'Research Values'}, {'start': 677, 'end': 690, 'span': 'quickly learn', 'annotation': 'Research Values'}, {'start': 695, 'end': 722, 'span': 'adapt to the sensitivities ', 'annotation': 'Research Values'}, {'start': 952, 'end': 980, 'span': 'integrates reviewer feedback', 'annotation': 'Research Values'}, {'start': 1078, 'end': 1110, 'span': 'effective sensitivity classifier', 'annotation': 'Research Values'}, {'start': 1125, 'end': 1133, 'span': 'Accuracy', 'annotation': 'Research Values'}, {'start': 1141, 'end': 1175, 'span': 'significantly less reviewer effort', 'annotation': 'Research Values'}, {'start': 1264, 'end': 1304, 'span': '51% reduction in the number of documents', 'annotation': 'Research Values'}]
1002	9	"ntroductory computer networks courses often include descriptive coverage of the network protocol headers. A straightforward listing of the headers and their meanings can lead to questions like ""Will this be on the test""? Programming exercises may involve selecting values for some aspects of a protocol but tend to abstract away the details, and depend on prior programming skills. In addition, campuses without dedicated network lab facilities may have limited ability to experiment with protocols on an existing institutional network. The Python-based Scapy package provides explicit, detailed control of the contents of header fields, and includes graphical visualization features that offer easy feedback. Programming ability is helpful but not necessary; the interactive Python environment permits step-by-step and guided exploration of the various protocols. Effective use of scapy requires root (administrator) privileges; a virtual machine environment such as that provided by Oracle VirtualBox allows complete control and access to the operating system. This talk is about scapy-based lab modules that the author is developing, which provide active, hands-on exposure to and manipulation of network headers. So far, a Transport-layer activity and a preliminary Link-layer activity have been written. The current activities will be discussed, along with ideas for additional modules."		[]	[{'start': 454, 'end': 483, 'span': 'limited ability to experiment', 'annotation': 'Research Values'}, {'start': 577, 'end': 603, 'span': 'explicit, detailed control', 'annotation': 'Research Values'}, {'start': 695, 'end': 708, 'span': 'easy feedback', 'annotation': 'Research Values'}, {'start': 865, 'end': 878, 'span': 'Effective use', 'annotation': 'Research Values'}, {'start': 1010, 'end': 1037, 'span': 'complete control and access', 'annotation': 'Research Values'}, {'start': 1151, 'end': 1167, 'span': 'active, hands-on', 'annotation': 'Research Values'}, {'start': 1372, 'end': 1390, 'span': 'additional modules', 'annotation': 'Research Values'}]
1002	11	The paper addresses the problem of forecasting consumer expenditure from social media data. Previous research of the topic exploited the intuition that search engine traffic reflects purchase intentions and constructed predictive models of consumer behaviour from search query volumes. In contrast, we derive predictors from explicit expressions of purchase intentions found in social media posts. Two types of predictors created from these expressions are explored: those based on word embeddings and those based on topical word clusters. We introduce a new clustering method, which takes into account temporal co-occurrence of words, in addition to their semantic similarity, in order to create predictors relevant to the forecasting problem. The predictors are evaluated against baselines that use only macroeconomic variables, and against models trained on search traffic data. Conducting experiments with three different regression methods on Facebook and Twitter data, we find that both word embeddings and word clusters help to reduce forecasting errors in comparison to purely macroeconomic models. In most experimental settings, the error reduction is statistically significant, and is comparable to error reduction achieved with search traffic variables.		[]	[{'start': 35, 'end': 67, 'span': 'forecasting consumer expenditure', 'annotation': 'Research Values'}, {'start': 219, 'end': 258, 'span': 'predictive models of consumer behaviour', 'annotation': 'Research Values'}, {'start': 309, 'end': 345, 'span': 'predictors from explicit expressions', 'annotation': 'Research Values'}, {'start': 555, 'end': 576, 'span': 'new clustering method', 'annotation': 'Research Values'}, {'start': 690, 'end': 716, 'span': 'create predictors relevant', 'annotation': 'Research Values'}, {'start': 1013, 'end': 1060, 'span': 'word clusters help to reduce forecasting errors', 'annotation': 'Research Values'}, {'start': 1142, 'end': 1157, 'span': 'error reduction', 'annotation': 'Research Values'}, {'start': 1209, 'end': 1233, 'span': 'error reduction achieved', 'annotation': 'Research Values'}]
1002	0	Our understanding of reinforcement learning (RL) has been shaped by theoretical and empirical results that were obtained decades ago using tabular representations and linear function approximators. These results suggest that RL methods that use temporal differencing (TD) are superior to direct Monte Carlo estimation (MC). How do these results hold up in deep RL, which deals with perceptually complex environments and deep nonlinear models? In this paper, we re-examine the role of TD in modern deep RL, using specially designed environments that control for specific factors that affect performance, such as reward sparsity, reward delay, and the perceptual complexity of the task. When comparing TD with infinite-horizon MC, we are able to reproduce classic results in modern settings. Yet we also find that finite-horizon MC is not inferior to TD, even when rewards are sparse or delayed. This makes MC a viable alternative to TD in deep RL.		[]	[{'start': 276, 'end': 284, 'span': 'superior', 'annotation': 'Research Values'}, {'start': 736, 'end': 753, 'span': 'able to reproduce', 'annotation': 'Research Values'}, {'start': 833, 'end': 845, 'span': 'not inferior', 'annotation': 'Research Values'}]
1002	2	Pre-trained Language Models (PLMs) have achieved remarkable performance gains across numerous downstream tasks in natural language understanding. Various Chinese PLMs have been successively proposed for learning better Chinese language representation. However, most current models use Chinese characters as inputs and are not able to encode semantic information contained in Chinese words. While recent pre-trained models incorporate both words and characters simultaneously, they usually suffer from deficient semantic interactions and fail to capture the semantic relation between words and characters. To address the above issues, we propose a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations. In particular, CLOWER implicitly encodes the coarse-grained information (i.e., words) into the fine-grained representations (i.e., characters) through contrastive learning on multi-grained information. CLOWER is of great value in realistic scenarios since it can be easily incorporated into any existing fine-grained based PLMs without modifying the production pipelines. Extensive experiments conducted on a range of downstream tasks demonstrate the superior performance of CLOWER over several state-of-the-art baselines.		[]	[{'start': 49, 'end': 77, 'span': 'remarkable performance gains', 'annotation': 'Research Values'}, {'start': 177, 'end': 211, 'span': 'successively proposed for learning', 'annotation': 'Research Values'}, {'start': 489, 'end': 532, 'span': 'suffer from deficient semantic interactions', 'annotation': 'Research Values'}, {'start': 537, 'end': 574, 'span': 'fail to capture the semantic relation', 'annotation': 'Research Values'}, {'start': 647, 'end': 667, 'span': 'simple yet effective', 'annotation': 'Research Values'}, {'start': 774, 'end': 830, 'span': 'CLOWER implicitly encodes the coarse-grained information', 'annotation': 'Research Values'}, {'start': 974, 'end': 1008, 'span': 'great value in realistic scenarios', 'annotation': 'Research Values'}, {'start': 1210, 'end': 1270, 'span': 'superior performance of CLOWER over several state-of-the-art', 'annotation': 'Research Values'}]
1002	5	When a reader is first introduced to an entity, its referring expression must describe the entity. For entities that are widely known, a single word or phrase often suffices. This paper presents the first study of how expressions that refer to the same entity develop over time. We track thousands of person and organization entities over 20 years of New York Times (NYT). As entities move from hearer-new (first introduction to the NYT audience) to hearer-old (common knowledge) status, we show empirically that the referring expressions along this trajectory depend on the type of the entity, and exhibit linguistic properties related to becoming common knowledge (e.g., shorter length, less use of appositives, more definiteness). These properties can also be used to build a model to predict how long it will take for an entity to reach hearer-old status. Our results reach 10-30% absolute improvement over a majority-class baseline.		[]	[{'start': 771, 'end': 795, 'span': 'build a model to predict', 'annotation': 'Research Values'}, {'start': 878, 'end': 936, 'span': '10-30% absolute improvement over a majority-class baseline', 'annotation': 'Research Values'}]
1002	3	Many online personalization platforms today are recommending heterogeneous contents in a multi-sided marketplace consisting of consumers, merchants and other partners. For a recommender system to be successful in these contexts, it faces two main challenges. First, each side in the marketplace has different and potentially conflicting utilities. Recommending for a multi-sided marketplace therefore entails jointly optimizing multiple objectives with trade-offs. Second, the off-the-shelf recommendation algorithms are not applicable to the heterogeneous content space, where a recommendation item could be an aggregation of other recommendation items. In this work, we develop a general framework for recommender systems in a multi-sided marketplace with heterogeneous and hierarchical contents. We propose a constrained optimization framework with machine learning models for each objective as inputs, and a probabilistic structural model for users’ engagement patterns on heterogeneous contents. Our proposed structural modeling approach ensures consistent user experience across different levels of aggregation of the contents, and provides levels of transparency to the merchants and content providers. We further develop an efficient optimization solution for ranking and recommendation in large-scale online systems in real time. We implement the framework at Uber Eats, one of the largest online food delivery platforms in the world and a three-sided marketplace consisting of eaters, restaurant partners and delivery partners. Online experiments demonstrate the effectiveness of our framework in ranking heterogeneous contents and optimizing for the three sides in the marketplace. Our framework has been deployed globally as the recommendation algorithm for Uber Eats’ homepage.		[]	[{'start': 672, 'end': 723, 'span': 'develop a general framework for recommender systems', 'annotation': 'Research Values'}, {'start': 812, 'end': 846, 'span': 'constrained optimization framework', 'annotation': 'Research Values'}, {'start': 1232, 'end': 1294, 'span': 'efficient optimization solution for ranking and recommendation', 'annotation': 'Research Values'}, {'start': 1342, 'end': 1378, 'span': 'implement the framework at Uber Eats', 'annotation': 'Research Values'}, {'start': 1557, 'end': 1603, 'span': 'demonstrate the effectiveness of our framework', 'annotation': 'Research Values'}, {'start': 1697, 'end': 1733, 'span': 'framework has been deployed globally', 'annotation': 'Research Values'}]
1002	10	This paper presents an effort within our company of developing knowledge extraction pipeline for English, which can be further used for constructing an entreprise-specific knowledge base. We present a system consisting of entity detection and linking, coreference resolution, and relation extraction based on the Wikidata schema. We highlight existing challenges of knowledge extraction by evaluating the deployed pipeline on real-world data. We also make available a database, which can serve as a new resource for sentential relation extraction, and we underline the importance of having balanced data for training classification models.		[]	[{'start': 52, 'end': 83, 'span': 'developing knowledge extraction', 'annotation': 'Research Values'}, {'start': 136, 'end': 186, 'span': 'constructing an entreprise-specific knowledge base', 'annotation': 'Research Values'}, {'start': 222, 'end': 250, 'span': 'entity detection and linking', 'annotation': 'Research Values'}, {'start': 252, 'end': 274, 'span': 'coreference resolution', 'annotation': 'Research Values'}, {'start': 280, 'end': 299, 'span': 'relation extraction', 'annotation': 'Research Values'}, {'start': 499, 'end': 511, 'span': 'new resource', 'annotation': 'Research Values'}, {'start': 590, 'end': 603, 'span': 'balanced data', 'annotation': 'Research Values'}]
1002	12	Timeline summarization (TLS) generates a dated overview of real-world events based on event-specific corpora. The two standard datasets for this task were collected using Google searches for news reports on given events. Not only is this IR method not reproducible at different search times, it also uses components (such as document popularity) that are not always available for any large news corpus. It is unclear how TLS algorithms fare when provided with event corpora collected with varying IR methods. We therefore construct event-specific corpora from a large static background corpus, the newsroom dataset, using differing, relatively simple IR methods based on raw text alone. We show that the choice of IR method plays a crucial role in the performance of various TLS algorithms. A weak TLS algorithm can even match a stronger one by employing a stronger IR method in the data collection phase. Furthermore, the results of TLS systems are often highly sensitive to additional sentence filtering. We consequently advocate for integrating IR into the development of TLS systems and having a common static background corpus for evaluation of TLS systems.		[]	[{'start': 41, 'end': 55, 'span': 'dated overview', 'annotation': 'Research Values'}, {'start': 248, 'end': 264, 'span': 'not reproducible', 'annotation': 'Research Values'}, {'start': 355, 'end': 375, 'span': 'not always available', 'annotation': 'Research Values'}, {'start': 522, 'end': 554, 'span': 'construct event-specific corpora', 'annotation': 'Research Values'}, {'start': 633, 'end': 661, 'span': 'relatively simple IR methods', 'annotation': 'Research Values'}, {'start': 752, 'end': 789, 'span': 'performance of various TLS algorithms', 'annotation': 'Research Values'}, {'start': 821, 'end': 841, 'span': 'match a stronger one', 'annotation': 'Research Values'}, {'start': 845, 'end': 875, 'span': 'employing a stronger IR method', 'annotation': 'Research Values'}, {'start': 1023, 'end': 1050, 'span': 'advocate for integrating IR', 'annotation': 'Research Values'}, {'start': 1100, 'end': 1124, 'span': 'common static background', 'annotation': 'Research Values'}]
1002	4	Private Webmail 2.0 (Pwm 2.0) improves upon the current state of the art by increasing the usability and practical security of secure email for ordinary users. More users are able to send and receive encrypted emails without mistakenly revealing sensitive information. In this paper we describe four user interface traits that positively affect the usability and security of Pwm 2.0. In a user study involving 51 participants we validate that these interface modifications result in high usability, few mistakes, and a strong understanding of the protection provided to secure email messages. We also show that the use of manual encryption has no effect on usability or security.		[]	[{'start': 30, 'end': 72, 'span': 'improves upon the current state of the art', 'annotation': 'Research Values'}, {'start': 76, 'end': 123, 'span': 'increasing the usability and practical security', 'annotation': 'Research Values'}, {'start': 160, 'end': 199, 'span': 'More users are able to send and receive', 'annotation': 'Research Values'}, {'start': 217, 'end': 267, 'span': 'without mistakenly revealing sensitive information', 'annotation': 'Research Values'}, {'start': 327, 'end': 371, 'span': 'positively affect the usability and security', 'annotation': 'Research Values'}, {'start': 483, 'end': 539, 'span': 'high usability, few mistakes, and a strong understanding', 'annotation': 'Research Values'}, {'start': 622, 'end': 679, 'span': 'manual encryption has no effect on usability or security.', 'annotation': 'Research Values'}]
1002	13	Trust prediction, aiming to predict the trust relations between users in a social network, is a key to helping users discover the reliable information. Many trust prediction methods are proposed based on the low-rank assumption of a trust network. However, one typical property of the trust network is that the trust relations follow the power-law distribution, i.e., few users are trusted by many other users, while most tail users have few trustors. Due to these tail users, the fundamental low-rank assumption made by existing methods is seriously violated and becomes unrealistic. In this paper, we propose a simple yet effective method to address the problem of the violated low-rank assumption. Instead of discovering the low-rank component of the trust network alone, we learn a sparse component of the trust network to describe the tail users simultaneously. With both of the learned low-rank and sparse components, the trust relations in the whole network can be better captured. Moreover, the transitive closure structure of the trust relations is also integrated into our model. We then derive an effective iterative algorithm to infer the parameters of our model, along with the proof of correctness. Extensive experimental results on real-world trust networks demonstrate the superior performance of our proposed method over the state-of-the-arts.		[]	[{'start': 28, 'end': 55, 'span': 'predict the trust relations', 'annotation': 'Research Values'}, {'start': 613, 'end': 640, 'span': 'simple yet effective method', 'annotation': 'Research Values'}, {'start': 644, 'end': 663, 'span': 'address the problem', 'annotation': 'Research Values'}, {'start': 778, 'end': 802, 'span': 'learn a sparse component', 'annotation': 'Research Values'}, {'start': 972, 'end': 987, 'span': 'better captured', 'annotation': 'Research Values'}, {'start': 1098, 'end': 1137, 'span': 'derive an effective iterative algorithm', 'annotation': 'Research Values'}, {'start': 1141, 'end': 1161, 'span': 'infer the parameters', 'annotation': 'Research Values'}, {'start': 1289, 'end': 1309, 'span': 'superior performance', 'annotation': 'Research Values'}, {'start': 1333, 'end': 1360, 'span': 'over the state-of-the-arts.', 'annotation': 'Research Values'}]
1002	8	We study the problem of multi-dimensional revenue maximization when selling m items to a buyer that has additive valuations for them, drawn from a (possibly correlated) prior distribution. Unlike traditional Bayesian auction design, we assume that the seller has a very restricted knowledge of this prior: they only know the mean μj and an upper bound σj on the standard deviation of each item’s marginal distribution. Our goal is to design mechanisms that achieve good revenue against an ideal optimal auction that has full knowledge of the distribution in advance. Informally, our main contribution is a tight quantification of the interplay between the dispersity of the priors and the aforementioned robust approximation ratio. Furthermore, this can be achieved by very simple selling mechanisms. More precisely, we show that selling the items via separate price lotteries achieves an O(log r) approximation ratio where r = maxj(σj/μj) is the maximum coefficient of variation across the items. To prove the result, we leverage a price lottery for the single-item case. If forced to restrict ourselves to deterministic mechanisms, this guarantee degrades to O(r2). Assuming independence of the item valuations, these ratios can be further improved by pricing the full bundle. For the case of identical means and variances, in particular, we get a guarantee of O(log (r/m)) that converges to optimality as the number of items grows large. We demonstrate the optimality of the preceding mechanisms by providing matching lower bounds. Our tight analysis for the single-item deterministic case resolves an open gap from the work of Azar and Micali (ITCS’13). As a by-product, we also show how one can directly use our upper bounds to improve and extend previous results related to the parametric auctions of Azar et al. (SODA’13).		[]	[{'start': 42, 'end': 62, 'span': 'revenue maximization', 'annotation': 'Research Values'}, {'start': 457, 'end': 477, 'span': 'achieve good revenue', 'annotation': 'Research Values'}, {'start': 489, 'end': 510, 'span': 'ideal optimal auction', 'annotation': 'Research Values'}, {'start': 606, 'end': 643, 'span': 'tight quantification of the interplay', 'annotation': 'Research Values'}, {'start': 769, 'end': 799, 'span': 'very simple selling mechanisms', 'annotation': 'Research Values'}, {'start': 1139, 'end': 1166, 'span': 'guarantee degrades to O(r2)', 'annotation': 'Research Values'}, {'start': 1242, 'end': 1277, 'span': 'improved by pricing the full bundle', 'annotation': 'Research Values'}, {'start': 1350, 'end': 1375, 'span': 'guarantee of O(log (r/m))', 'annotation': 'Research Values'}, {'start': 1394, 'end': 1440, 'span': 'optimality as the number of items grows large.', 'annotation': 'Research Values'}, {'start': 1460, 'end': 1470, 'span': 'optimality', 'annotation': 'Research Values'}, {'start': 1512, 'end': 1520, 'span': 'matching', 'annotation': 'Research Values'}, {'start': 1593, 'end': 1613, 'span': 'resolves an open gap', 'annotation': 'Research Values'}, {'start': 1732, 'end': 1768, 'span': ' improve and extend previous results', 'annotation': 'Research Values'}]
1003	14	We introduce a novel dataset of real multi-destination trips booked through Booking.com's online travel platform. The dataset consists of 1.5 million reservations representing 359,000 unique journeys made across 39,000 destinations. As such, the data is particularly well suited to model sequential recommendation and retrieval problems in a high cardinality target space. To preserve user privacy and protect business-sensitive statistics, the data is fully anonymized, sampled and limited to five user origin markets. Even so, the dataset is representative of the general travel purchase behavior and therefore presents a uniquely valuable resource for Machine Learning and information retrieval researchers. This work provides an overview of the dataset. It reports several benchmark results for relevant recommendation problems obtained as part of the recently held Booking.com data challenge during the WSDM WebTour workshop.		[]	[{'start': 15, 'end': 20, 'span': 'novel', 'annotation': 'Research Values'}, {'start': 267, 'end': 372, 'span': 'well suited to model sequential recommendation and retrieval problems in a high cardinality target space.', 'annotation': 'Research Values'}, {'start': 376, 'end': 397, 'span': 'preserve user privacy', 'annotation': 'Research Values'}, {'start': 402, 'end': 440, 'span': 'protect business-sensitive statistics,', 'annotation': 'Research Values'}, {'start': 459, 'end': 469, 'span': 'anonymized', 'annotation': 'Research Values'}, {'start': 471, 'end': 478, 'span': 'sampled', 'annotation': 'Research Values'}, {'start': 483, 'end': 519, 'span': 'limited to five user origin markets.', 'annotation': 'Research Values'}, {'start': 544, 'end': 598, 'span': 'representative of the general travel purchase behavior', 'annotation': 'Research Values'}, {'start': 624, 'end': 641, 'span': 'uniquely valuable', 'annotation': 'Research Values'}]
1003	7	Government documents must be reviewed to identify and protect any sensitive information, such as personal information, before the documents can be released to the public. However, in the era of digital government documents, such as e-mail, traditional sensitivity review procedures are no longer practical, for example due to the volume of documents to be reviewed. Therefore, there is a need for new technology assisted review protocols to integrate automatic sensitivity classification into the sensitivity review process. Moreover, to effectively assist sensitivity review, such assistive technologies must incorporate reviewer feedback to enable sensitivity classifiers to quickly learn and adapt to the sensitivities within a collection, when the types of sensitivity are not known a priori. In this work, we present a thorough evaluation of active learning strategies for sensitivity review. Moreover, we present an active learning strategy that integrates reviewer feedback, from sensitive text annotations, to identify features of sensitivity that enable us to learn an effective sensitivity classifier (0.7 Balanced Accuracy) using significantly less reviewer effort, according to the sign test (\(p<0.01\)). Moreover, this approach results in a 51% reduction in the number of documents required to be reviewed to achieve the same level of classification accuracy, compared to when the approach is deployed without annotation features.		[]	[{'start': 286, 'end': 306, 'span': 'no longer practical,', 'annotation': 'Research Values'}, {'start': 441, 'end': 487, 'span': 'integrate automatic sensitivity classification', 'annotation': 'Research Values'}, {'start': 538, 'end': 549, 'span': 'effectively', 'annotation': 'Research Values'}, {'start': 610, 'end': 639, 'span': 'incorporate reviewer feedback', 'annotation': 'Research Values'}, {'start': 677, 'end': 690, 'span': 'quickly learn', 'annotation': 'Research Values'}, {'start': 695, 'end': 721, 'span': 'adapt to the sensitivities', 'annotation': 'Research Values'}, {'start': 824, 'end': 832, 'span': 'thorough', 'annotation': 'Research Values'}, {'start': 952, 'end': 981, 'span': 'integrates reviewer feedback,', 'annotation': 'Research Values'}, {'start': 1078, 'end': 1087, 'span': 'effective', 'annotation': 'Research Values'}, {'start': 1135, 'end': 1176, 'span': 'using significantly less reviewer effort,', 'annotation': 'Research Values'}, {'start': 1265, 'end': 1379, 'span': 'reduction in the number of documents required to be reviewed to achieve the same level of classification accuracy,', 'annotation': 'Research Values'}]
